"accept_rate","accuracy","budget","candidate_oracle_loss","causal_k","composition_steps","deployment_reject_margin","deployment_risk_adjusted","deployment_risk_penalty","deployment_safe_threshold","excess_over_candidate_oracle","generated_candidates","harmful_accept_rate","heldout_seed","interaction_mode","learned_generated_candidates","loss","oracle_match_rate","policy","predicted_regret_mean","predicted_safe_probability_mean","predicted_sigma_mean","propagation_steps","regret_corr","regret_retriever_steps","retriever_steps","seed","selected_composition_argmax_rate","selected_composition_count_only_rate","selected_composition_expected_rate","selected_composition_rate","selected_generated_0_rate","selected_generated_1_rate","selected_generated_2_rate","selected_generated_3_rate","selected_generated_rate","selected_indexed_rate","selected_interaction_rate","selected_learned_generated_0_rate","selected_learned_generated_1_rate","selected_learned_generated_2_rate","selected_learned_generated_3_rate","selected_learned_rate","selected_proximity_rate","selection_train_accept_rate","selection_train_gap_closure","selection_train_harmful_accept_rate","selection_train_loss","selection_train_policy","test_samples","total_objects_n","train_joint_utility_accept_rate","train_joint_utility_safe_accept_rate","train_joint_utility_safe_verifier_loss","train_joint_utility_verifier_loss","train_seed_count","train_static_learned_loss","validation_samples_per_seed","verifier_steps"
"0.633333","0.488889","4","0.901002","16","600","0.05","0.0","0.5","0.5","0.036737","4","0.411111","17","pairwise","4","0.937738","0.022222","joint_utility_candidate_regret_gate_m0p05_s0p5","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.033333","0.033333","0.033333","0.1","0.077778","0.211111","0.111111","0.011111","0.411111","0.066667","0.033333","0.0","0.0","0.0","0.0","0.366667","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.6","0.488889","4","0.901002","16","600","0.05","0.0","0.5","0.65","0.035397","4","0.377778","17","pairwise","4","0.936399","0.022222","joint_utility_candidate_regret_gate_m0p05_s0p65","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.033333","0.033333","0.033333","0.1","0.066667","0.211111","0.111111","0.011111","0.4","0.044444","0.033333","0.0","0.0","0.0","0.0","0.4","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.566667","0.488889","4","0.901002","16","600","0.05","0.0","0.5","0.8","0.034905","4","0.355556","17","pairwise","4","0.935907","0.022222","joint_utility_candidate_regret_gate_m0p05_s0p8","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.033333","0.033333","0.033333","0.1","0.066667","0.211111","0.1","0.011111","0.388889","0.022222","0.033333","0.0","0.0","0.0","0.0","0.433333","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.677778","0.488889","4","0.901002","16","600","0.0025","1.0","0.5","0.35","0.036078","4","0.422222","17","pairwise","4","0.937079","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p0025_s0p35","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.1","0.177778","0.144444","0.022222","0.444444","0.066667","0.033333","0.0","0.022222","0.0","0.011111","0.322222","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.655556","0.488889","4","0.901002","16","600","0.0025","1.0","0.5","0.5","0.03626","4","0.411111","17","pairwise","4","0.937261","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p0025_s0p5","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.1","0.177778","0.133333","0.022222","0.433333","0.055556","0.033333","0.0","0.022222","0.0","0.011111","0.344444","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.622222","0.488889","4","0.901002","16","600","0.0025","1.0","0.5","0.65","0.035394","4","0.388889","17","pairwise","4","0.936395","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p0025_s0p65","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.077778","0.177778","0.133333","0.022222","0.411111","0.044444","0.033333","0.0","0.022222","0.0","0.011111","0.377778","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.588889","0.488889","4","0.901002","16","600","0.0025","1.0","0.5","0.8","0.034902","4","0.366667","17","pairwise","4","0.935903","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p0025_s0p8","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.077778","0.177778","0.122222","0.022222","0.4","0.022222","0.033333","0.0","0.022222","0.0","0.011111","0.411111","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.677778","0.488889","4","0.901002","16","600","0.005","1.0","0.5","0.35","0.036078","4","0.422222","17","pairwise","4","0.937079","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p005_s0p35","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.1","0.177778","0.144444","0.022222","0.444444","0.066667","0.033333","0.0","0.022222","0.0","0.011111","0.322222","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.655556","0.488889","4","0.901002","16","600","0.005","1.0","0.5","0.5","0.03626","4","0.411111","17","pairwise","4","0.937261","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p005_s0p5","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.1","0.177778","0.133333","0.022222","0.433333","0.055556","0.033333","0.0","0.022222","0.0","0.011111","0.344444","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.622222","0.488889","4","0.901002","16","600","0.005","1.0","0.5","0.65","0.035394","4","0.388889","17","pairwise","4","0.936395","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p005_s0p65","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.077778","0.177778","0.133333","0.022222","0.411111","0.044444","0.033333","0.0","0.022222","0.0","0.011111","0.377778","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.588889","0.488889","4","0.901002","16","600","0.005","1.0","0.5","0.8","0.034902","4","0.366667","17","pairwise","4","0.935903","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p005_s0p8","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.077778","0.177778","0.122222","0.022222","0.4","0.022222","0.033333","0.0","0.022222","0.0","0.011111","0.411111","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.666667","0.488889","4","0.901002","16","600","0.01","1.0","0.5","0.35","0.036078","4","0.422222","17","pairwise","4","0.937079","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p01_s0p35","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.1","0.177778","0.144444","0.011111","0.433333","0.066667","0.033333","0.0","0.022222","0.0","0.011111","0.333333","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.644444","0.488889","4","0.901002","16","600","0.01","1.0","0.5","0.5","0.03626","4","0.411111","17","pairwise","4","0.937261","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p01_s0p5","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.1","0.177778","0.133333","0.011111","0.422222","0.055556","0.033333","0.0","0.022222","0.0","0.011111","0.355556","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.611111","0.488889","4","0.901002","16","600","0.01","1.0","0.5","0.65","0.035394","4","0.388889","17","pairwise","4","0.936395","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p01_s0p65","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.077778","0.177778","0.133333","0.011111","0.4","0.044444","0.033333","0.0","0.022222","0.0","0.011111","0.388889","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.577778","0.488889","4","0.901002","16","600","0.01","1.0","0.5","0.8","0.034902","4","0.366667","17","pairwise","4","0.935903","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p01_s0p8","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.077778","0.177778","0.122222","0.011111","0.388889","0.022222","0.033333","0.0","0.022222","0.0","0.011111","0.422222","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.666667","0.488889","4","0.901002","16","600","0.02","1.0","0.5","0.35","0.036078","4","0.422222","17","pairwise","4","0.937079","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p02_s0p35","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.1","0.177778","0.144444","0.011111","0.433333","0.066667","0.033333","0.0","0.022222","0.0","0.011111","0.333333","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.644444","0.488889","4","0.901002","16","600","0.02","1.0","0.5","0.5","0.03626","4","0.411111","17","pairwise","4","0.937261","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p02_s0p5","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.1","0.177778","0.133333","0.011111","0.422222","0.055556","0.033333","0.0","0.022222","0.0","0.011111","0.355556","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.611111","0.488889","4","0.901002","16","600","0.02","1.0","0.5","0.65","0.035394","4","0.388889","17","pairwise","4","0.936395","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p02_s0p65","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.077778","0.177778","0.133333","0.011111","0.4","0.044444","0.033333","0.0","0.022222","0.0","0.011111","0.388889","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.577778","0.488889","4","0.901002","16","600","0.02","1.0","0.5","0.8","0.034902","4","0.366667","17","pairwise","4","0.935903","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p02_s0p8","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.033333","0.088889","0.077778","0.177778","0.122222","0.011111","0.388889","0.022222","0.033333","0.0","0.022222","0.0","0.011111","0.422222","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.622222","0.488889","4","0.901002","16","600","0.05","1.0","0.5","0.35","0.035871","4","0.4","17","pairwise","4","0.936872","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p05_s0p35","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.022222","0.077778","0.077778","0.177778","0.144444","0.011111","0.411111","0.066667","0.033333","0.0","0.022222","0.0","0.0","0.377778","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.6","0.488889","4","0.901002","16","600","0.05","1.0","0.5","0.5","0.036053","4","0.388889","17","pairwise","4","0.937055","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p05_s0p5","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.022222","0.077778","0.077778","0.177778","0.133333","0.011111","0.4","0.055556","0.033333","0.0","0.022222","0.0","0.0","0.4","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.577778","0.488889","4","0.901002","16","600","0.05","1.0","0.5","0.65","0.035127","4","0.366667","17","pairwise","4","0.936129","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p05_s0p65","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.022222","0.077778","0.066667","0.177778","0.133333","0.011111","0.388889","0.044444","0.033333","0.0","0.022222","0.0","0.0","0.422222","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.544444","0.488889","4","0.901002","16","600","0.05","1.0","0.5","0.8","0.034635","4","0.344444","17","pairwise","4","0.935637","0.011111","joint_utility_uncertainty_regret_gate_r0p5_m0p05_s0p8","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.033333","0.022222","0.077778","0.066667","0.177778","0.122222","0.011111","0.377778","0.022222","0.033333","0.0","0.022222","0.0","0.0","0.455556","0.011111","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.633333","0.488889","4","0.901002","16","600","0.0","1.0","0.75","0.35","0.033512","4","0.377778","17","pairwise","4","0.934513","0.011111","joint_utility_uncertainty_regret_gate_r0p75_m0_s0p35","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.022222","0.044444","0.088889","0.088889","0.122222","0.144444","0.022222","0.377778","0.066667","0.022222","0.011111","0.033333","0.0","0.011111","0.366667","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.611111","0.488889","4","0.901002","16","600","0.0","1.0","0.75","0.5","0.033694","4","0.366667","17","pairwise","4","0.934696","0.011111","joint_utility_uncertainty_regret_gate_r0p75_m0_s0p5","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.022222","0.044444","0.088889","0.088889","0.122222","0.133333","0.022222","0.366667","0.055556","0.022222","0.011111","0.033333","0.0","0.011111","0.388889","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.577778","0.488889","4","0.901002","16","600","0.0","1.0","0.75","0.65","0.032828","4","0.344444","17","pairwise","4","0.933829","0.011111","joint_utility_uncertainty_regret_gate_r0p75_m0_s0p65","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.022222","0.044444","0.088889","0.066667","0.122222","0.133333","0.022222","0.344444","0.044444","0.022222","0.011111","0.033333","0.0","0.011111","0.422222","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.533333","0.488889","4","0.901002","16","600","0.0","1.0","0.75","0.8","0.032336","4","0.322222","17","pairwise","4","0.933337","0.011111","joint_utility_uncertainty_regret_gate_r0p75_m0_s0p8","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.022222","0.044444","0.088889","0.066667","0.122222","0.122222","0.011111","0.322222","0.022222","0.022222","0.011111","0.033333","0.0","0.011111","0.466667","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.633333","0.488889","4","0.901002","16","600","0.0025","1.0","0.75","0.35","0.033512","4","0.377778","17","pairwise","4","0.934513","0.011111","joint_utility_uncertainty_regret_gate_r0p75_m0p0025_s0p35","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.022222","0.044444","0.088889","0.088889","0.122222","0.144444","0.022222","0.377778","0.066667","0.022222","0.011111","0.033333","0.0","0.011111","0.366667","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.611111","0.488889","4","0.901002","16","600","0.0025","1.0","0.75","0.5","0.033694","4","0.366667","17","pairwise","4","0.934696","0.011111","joint_utility_uncertainty_regret_gate_r0p75_m0p0025_s0p5","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.022222","0.044444","0.088889","0.088889","0.122222","0.133333","0.022222","0.366667","0.055556","0.022222","0.011111","0.033333","0.0","0.011111","0.388889","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.577778","0.488889","4","0.901002","16","600","0.0025","1.0","0.75","0.65","0.032828","4","0.344444","17","pairwise","4","0.933829","0.011111","joint_utility_uncertainty_regret_gate_r0p75_m0p0025_s0p65","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.022222","0.044444","0.088889","0.066667","0.122222","0.133333","0.022222","0.344444","0.044444","0.022222","0.011111","0.033333","0.0","0.011111","0.422222","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.533333","0.488889","4","0.901002","16","600","0.0025","1.0","0.75","0.8","0.032336","4","0.322222","17","pairwise","4","0.933337","0.011111","joint_utility_uncertainty_regret_gate_r0p75_m0p0025_s0p8","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.022222","0.044444","0.088889","0.066667","0.122222","0.122222","0.011111","0.322222","0.022222","0.022222","0.011111","0.033333","0.0","0.011111","0.466667","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
"0.633333","0.488889","4","0.901002","16","600","0.005","1.0","0.75","0.35","0.033512","4","0.377778","17","pairwise","4","0.934513","0.011111","joint_utility_uncertainty_regret_gate_r0p75_m0p005_s0p35","-0.026517","0.412456","0.093428","40","-0.031154","600","400","17","0.022222","0.022222","0.044444","0.088889","0.088889","0.122222","0.144444","0.022222","0.377778","0.066667","0.022222","0.011111","0.033333","0.0","0.011111","0.366667","0.022222","","","","","","90","2048","0.890278","0.895833","0.853751","0.853716","4","0.907513","180","700"
